p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
DENND1B	5.29409665059519e-107	0.305178998025754	0.586	0.131	1.1367484328158e-102	9	DENND1B
CHPT12	1.34107669162088e-106	0.463031266831373	0.733	0.199	2.87955987224835e-102	9	CHPT1
UPF21	1.93750429089246e-106	0.504764167448816	0.719	0.197	4.16020921340428e-102	9	UPF2
NENF	2.92390118904719e-106	0.256743375152882	0.623	0.144	6.27820063312213e-102	9	NENF
TOR3A3	7.83123530624313e-106	0.309602505858641	0.536	0.117	1.68152284495653e-101	9	TOR3A
SERPINB6	7.83570220167336e-106	0.526394011315403	0.864	0.268	1.6824819767433e-101	9	SERPINB6
CNN2	1.40253124630237e-105	0.563436215389847	0.887	0.297	3.01151509206046e-101	9	CNN2
ATP1A11	2.88434974082629e-105	0.62542359030796	0.881	0.309	6.19327576350221e-101	9	ATP1A1
TMED3	5.69376577888986e-104	0.250360037221488	0.574	0.128	1.22256538804323e-99	9	TMED3
RPS241	1.19473905196577e-102	0.52818022374606	1	0.999	2.5653436923809e-98	9	RPS24
MAP3K13	2.40201320401555e-101	0.278580233622652	0.478	0.099	5.1576027516622e-97	9	MAP3K13
TIMP13	6.61488160051961e-101	0.869040032203576	0.635	0.175	1.42034737726357e-96	9	TIMP1
ATP5MF2	4.14330790351984e-100	0.672893231118093	0.951	0.445	8.8965107304378e-96	9	ATP5MF
SLAMF71	2.32659404872295e-98	0.35779441218802	0.699	0.186	4.99566274141791e-94	9	SLAMF7
SOCS33	1.95631175767037e-97	0.684254239967871	0.71	0.213	4.20059260606982e-93	9	SOCS3
LGALS12	7.05911369461039e-97	0.952611597121239	0.971	0.559	1.51573289250674e-92	9	LGALS1
SAMHD12	7.50277917882282e-97	0.520757214961118	0.736	0.22	1.61099674527684e-92	9	SAMHD1
BRI32	7.17021280816759e-96	0.457293380535591	0.829	0.267	1.53958809416974e-91	9	BRI3
TMEM50B	8.07314381132331e-96	0.339201133051941	0.562	0.135	1.73346543916734e-91	9	TMEM50B
SERPINB13	1.66622638754954e-95	0.758967097141897	0.91	0.386	3.57772129934636e-91	9	SERPINB1
SPATS2L1	2.26600137694769e-95	0.258072655895821	0.522	0.118	4.86555815658208e-91	9	SPATS2L
FSCN1	3.80495710924816e-94	0.343916484967417	0.296	0.047	8.17000390497765e-90	9	FSCN1
THEMIS22	9.70956505260089e-94	0.254911892818189	0.551	0.13	2.08483780809446e-89	9	THEMIS2
SERPINB92	2.23422293581034e-93	0.614943261038639	0.812	0.272	4.79732348777197e-89	9	SERPINB9
LSP1	2.4799206538887e-93	0.770839576115252	0.959	0.628	5.32488562802981e-89	9	LSP1
UVRAG2	1.81302981734264e-91	0.255371897478769	0.51	0.117	3.89293762379811e-87	9	UVRAG
RPL27A3	7.26854296716547e-91	0.64647927050717	0.991	0.862	1.56070154590977e-86	9	RPL27A
RBPJ1	5.6400965940284e-90	0.37533684911973	0.728	0.21	1.21104154066978e-85	9	RBPJ
RAB101	6.41940883340582e-89	0.256823653494412	0.507	0.118	1.3783754647089e-84	9	RAB10
TWF2	3.69847400993575e-88	0.307040169547207	0.69	0.188	7.94136339413404e-84	9	TWF2
ENO12	2.79942386632569e-85	0.752170226613818	0.93	0.523	6.01092292577453e-81	9	ENO1
ATOX12	7.32513249544017e-85	0.320585952861637	0.661	0.183	1.57285244942091e-80	9	ATOX1
MZT2A1	2.06381604380834e-84	0.563453645407722	0.91	0.385	4.43142580926526e-80	9	MZT2A
LAMTOR2	2.51192058571791e-84	0.310074629094029	0.646	0.178	5.3935958816535e-80	9	LAMTOR2
MESD	3.05762279255142e-84	0.299205500997114	0.603	0.161	6.5653276601664e-80	9	MESD
DBNL2	1.13538086981607e-83	0.383589533198187	0.742	0.224	2.43788980366907e-79	9	DBNL
SLC25A63	1.26741475236357e-83	0.695994263821807	0.971	0.766	2.72139295627505e-79	9	SLC25A6
COX7C	2.63862626510333e-83	0.536398222979988	0.988	0.855	5.66565831642987e-79	9	COX7C
RPL223	1.30419755588292e-82	0.473967779563085	0.997	0.984	2.80037299199181e-78	9	RPL22
EIF6	6.70595761063767e-82	0.409511837620444	0.754	0.24	1.43990321815612e-77	9	EIF6
EEF1B21	1.67651269272812e-81	0.601754728279589	0.971	0.957	3.59980805382582e-77	9	EEF1B2
NDUFB51	2.23997398273876e-81	0.362637663119047	0.73	0.223	4.80967213573666e-77	9	NDUFB5
ACTG12	1.83559513926728e-80	0.64843305249726	0.997	0.984	3.9413898830347e-76	9	ACTG1
CBX6	2.75484134858712e-80	0.25260097675951	0.496	0.121	5.91519534368627e-76	9	CBX6
RAB7A	6.10630419586547e-79	0.493894918306232	0.881	0.333	1.31114563693623e-74	9	RAB7A
IRF82	7.06369095523413e-78	0.660828637977283	0.93	0.441	1.51671572190787e-73	9	IRF8
PRDX14	1.17373252741301e-77	0.602788802459652	0.855	0.347	2.52023848286122e-73	9	PRDX1
NEAT12	1.94698790396301e-77	0.823037311191128	0.962	0.943	4.18057242738937e-73	9	NEAT1
PSME21	2.03233851451126e-77	0.735006010234372	0.954	0.61	4.36383725835857e-73	9	PSME2
H3F3A2	7.21207770054425e-76	0.463419220771065	1	0.963	1.54857732386086e-71	9	H3F3A
NDUFC21	8.89463466784467e-76	0.515981692312882	0.843	0.34	1.90985595587961e-71	9	NDUFC2
DNAJC4	1.02345042629787e-75	0.310332576663156	0.681	0.205	2.19755275534679e-71	9	DNAJC4
RPL18A2	1.20483756151672e-74	0.43345822324237	1	0.998	2.58702721208869e-70	9	RPL18A
ARPC33	1.49878650413651e-74	0.535076140736121	0.974	0.832	3.21819438168191e-70	9	ARPC3
RPL234	1.80745127016544e-74	0.547230663590011	0.991	0.876	3.88095936729923e-70	9	RPL23
MXD12	3.47302981061797e-74	0.529068068229592	0.678	0.222	7.45728960935891e-70	9	MXD1
HAVCR21	6.72346183854215e-73	0.283071258482707	0.707	0.216	1.44366172597177e-68	9	HAVCR2
CCT51	1.32786373504999e-72	0.298617275120559	0.681	0.205	2.85118901189934e-68	9	CCT5
SNRPE1	1.5400635614028e-72	0.321551837962523	0.707	0.22	3.30682447904409e-68	9	SNRPE
TPM41	1.67562061338031e-72	0.606007488361951	0.867	0.376	3.5978925810502e-68	9	TPM4
FTH13	1.02579998618202e-70	0.446400568894326	1	0.998	2.20259773033004e-66	9	FTH1
RPS162	2.17883908480573e-70	0.418570189964873	0.991	0.991	4.67840328289486e-66	9	RPS16
FKBP1A2	3.34596282912922e-70	0.429689067065628	0.826	0.311	7.18445138670626e-66	9	FKBP1A
RPL83	3.64837701707864e-70	0.430169945919631	0.994	0.997	7.83379513107127e-66	9	RPL8
GNA13	1.16096721315483e-69	0.453785856504149	0.725	0.25	2.49282880008604e-65	9	GNA13
ATP5F1E	1.09855032310174e-68	0.442703952831891	0.991	0.957	2.35880725376406e-64	9	ATP5F1E
PTEN	1.13272718261656e-68	0.293251470130862	0.696	0.219	2.43219180651427e-64	9	PTEN
PFDN2	2.76471718660753e-68	0.456800314548399	0.832	0.322	5.93640074308369e-64	9	PFDN2
UBA522	3.20082978327684e-68	0.384325689756519	0.997	0.988	6.87282171065203e-64	9	UBA52
FABP53	1.4021120307669e-67	0.490384586637172	0.757	0.288	3.01061495246268e-63	9	FABP5
CKLF2	2.05391020675522e-67	0.544711568470518	0.852	0.389	4.4101559959448e-63	9	CKLF
PPIA2	2.62170335716399e-67	0.517107400139005	0.974	0.865	5.62932144850251e-63	9	PPIA
CCT81	1.94325500479612e-66	0.427106259736455	0.771	0.287	4.17255714629823e-62	9	CCT8
TAP1	1.29610402649782e-65	0.499304446122665	0.826	0.334	2.78299456569612e-61	9	TAP1
BCL2A13	5.56117778202702e-64	0.476432030587641	0.852	0.346	1.19409609335684e-59	9	BCL2A1
YBX13	7.6586499719406e-64	0.496141189635178	0.98	0.896	1.64446532197509e-59	9	YBX1
SEPHS2	1.40121047484268e-63	0.281060964394365	0.6	0.183	3.00867913158221e-59	9	SEPHS2
ATP5PB1	2.01664944533357e-63	0.421072835434881	0.806	0.311	4.33014968902025e-59	9	ATP5PB
CKS22	3.74802843008907e-63	0.741219787393363	0.754	0.298	8.04776664508725e-59	9	CKS2
TNFAIP83	5.74043935849198e-63	0.463675075794295	0.672	0.24	1.2325871390554e-58	9	TNFAIP8
UCP22	1.34787626631867e-62	0.527112568821453	0.899	0.473	2.89415991903946e-58	9	UCP2
SMS1	2.18349640231757e-62	0.272479641866888	0.69	0.222	4.68840347505629e-58	9	SMS
EIF3L1	1.41067021982955e-61	0.527651785839018	0.864	0.425	3.02899109601802e-57	9	EIF3L
RAB11FIP12	2.706997704381e-61	0.607978455244372	0.872	0.473	5.81246547084688e-57	9	RAB11FIP1
ATP5MC11	5.1676895775588e-61	0.275952599520983	0.678	0.223	1.10960630609343e-56	9	ATP5MC1
BAG31	5.33703931464721e-61	0.915476002948152	0.513	0.176	1.14596908164105e-56	9	BAG3
RPS26	6.02103911396102e-61	0.377516435126132	1	0.999	1.29283751854971e-56	9	RPS2
RPS83	1.20236203166911e-60	0.43664472504935	1	0.998	2.58171175439991e-56	9	RPS8
BTF3	5.58957402134545e-60	0.440116189802819	0.988	0.933	1.2001933338633e-55	9	BTF3
RBX12	9.69485316198346e-60	0.329554647739417	0.754	0.271	2.08167887094109e-55	9	RBX1
IDH21	1.2435972028897e-59	0.298712569295273	0.704	0.241	2.67025191404477e-55	9	IDH2
MYL61	2.58735604902248e-58	0.424138655803125	0.994	0.953	5.55557090846106e-54	9	MYL6
RPL43	4.05355898713368e-56	0.456471286328091	0.988	0.895	8.70380185717344e-52	9	RPL4
SPAG91	1.10333464900515e-55	0.348031427658884	0.739	0.27	2.36908015834385e-51	9	SPAG9
LSM51	1.88692315890598e-55	0.264949021545387	0.69	0.238	4.05160140680291e-51	9	LSM5
VAMP81	2.10063896051547e-55	0.480812677393307	0.916	0.453	4.51049197601882e-51	9	VAMP8
CDKN1A4	3.15289493019219e-55	0.308905984032365	0.649	0.229	6.76989599410866e-51	9	CDKN1A
APH1A	1.0150681034518e-54	0.260531223789353	0.696	0.241	2.17955423173171e-50	9	APH1A
SLC25A331	3.20607598942932e-54	0.281026931125992	0.638	0.219	6.88408636450264e-50	9	SLC25A33
ATP6V0B2	1.4588020239964e-53	0.406236952744672	0.881	0.404	3.13233970592506e-49	9	ATP6V0B
OSTC1	2.95632454876705e-53	0.315893947123305	0.803	0.309	6.34782007111261e-49	9	OSTC
MRPL511	5.87885415324618e-53	0.280729758218958	0.693	0.247	1.26230756378502e-48	9	MRPL51
NAMPT1	8.2727634822577e-53	0.369664891161584	0.849	0.383	1.77632777491037e-48	9	NAMPT
GAPDH1	6.60175708231603e-52	0.401885783420752	0.997	0.964	1.4175292807149e-47	9	GAPDH
RAC12	8.05804078463725e-52	0.462640896329604	0.93	0.534	1.73022251727731e-47	9	RAC1
RPS211	2.18444552452685e-51	0.337774322621795	1	0.991	4.69044143026405e-47	9	RPS21
ATP2B12	3.65342967532216e-51	0.276725727040868	0.713	0.262	7.84464419885175e-47	9	ATP2B1
EVI2B2	5.01198844610472e-51	0.35131510385661	0.809	0.333	1.07617415914761e-46	9	EVI2B
GABARAPL21	1.75390003300006e-50	0.369817422071397	0.838	0.347	3.76597415085774e-46	9	GABARAPL2
VSIR1	3.76651515857331e-50	0.281061073142402	0.765	0.296	8.08746134848861e-46	9	VSIR
RPS133	7.07310702070713e-50	0.364187372080018	0.997	0.997	1.51873753948623e-45	9	RPS13
ATP5MPL1	8.97517515048584e-50	0.435851903581099	0.875	0.452	1.92714960831232e-45	9	ATP5MPL
TBCA1	9.45381498625204e-50	0.427972193024807	0.89	0.455	2.02992315384804e-45	9	TBCA
BRK12	1.40709635887573e-49	0.424488948177327	0.872	0.427	3.02131730177796e-45	9	BRK1
CCT6A	1.58413021320401e-49	0.265047193231866	0.736	0.275	3.40144439379164e-45	9	CCT6A
RPL352	3.48103337729283e-48	0.324516386851728	1	0.967	7.47447486772317e-44	9	RPL35
TPM32	5.43096483951325e-48	0.430003082868987	0.98	0.743	1.16613677034028e-43	9	TPM3
PPIB2	1.012791228027e-47	0.417144879882041	0.962	0.717	2.17466532481958e-43	9	PPIB
EIF3M	1.74104255812079e-47	0.34473054664353	0.838	0.365	3.73836658079696e-43	9	EIF3M
ATP5MC31	1.96420490363981e-47	0.455922849099968	0.904	0.497	4.2175407690954e-43	9	ATP5MC3
SRI	3.02387847651264e-47	0.296856812554766	0.777	0.31	6.49287186476795e-43	9	SRI
PSMB32	3.66756250980678e-47	0.421369956645615	0.899	0.448	7.87499022105712e-43	9	PSMB3
TAGLN22	3.73369861637429e-47	0.431506035926057	0.971	0.779	8.01699766907888e-43	9	TAGLN2
ACTR31	5.83500543826178e-47	0.424751900560927	0.913	0.501	1.25289236770357e-42	9	ACTR3
DDT1	6.417405161176e-47	0.37302074040538	0.878	0.423	1.37794523620771e-42	9	DDT
GNB21	9.17681134244002e-47	0.31280111859909	0.809	0.331	1.97044493144872e-42	9	GNB2
EIF3H	2.32869856960157e-46	0.425142835189042	0.925	0.588	5.0001815686485e-42	9	EIF3H
CMTM62	3.68437336839365e-46	0.358308280555318	0.838	0.378	7.91108649661485e-42	9	CMTM6
RTN42	4.35900845751275e-46	0.42186355255468	0.913	0.469	9.35966295997137e-42	9	RTN4
PSMB92	6.51708868644418e-46	0.488658341489751	0.904	0.513	1.39934928275329e-41	9	PSMB9
HADHA	1.70256627391774e-45	0.255854393038452	0.704	0.267	3.65575030335616e-41	9	HADHA
MRPL181	7.4267411064894e-44	0.482938101513402	0.728	0.317	1.5946698503854e-39	9	MRPL18
ATP5F1A1	9.53347443135471e-43	0.334610466369564	0.809	0.365	2.04702762990048e-38	9	ATP5F1A
ARPC53	1.70423791132912e-42	0.307723470421434	0.823	0.35	3.65933964320589e-38	9	ARPC5
ATP5F1C1	3.0975145126916e-42	0.36525429004515	0.843	0.422	6.65098316165141e-38	9	ATP5F1C
VDAC11	4.15497812462763e-42	0.307276357627299	0.794	0.354	8.92156902920045e-38	9	VDAC1
ATP5F1B1	5.13987842369407e-42	0.388399124099545	0.852	0.436	1.10363469513559e-37	9	ATP5F1B
MINOS11	2.05708914624881e-41	0.274081499580248	0.817	0.341	4.41698181482545e-37	9	MINOS1
ATP6V1F1	5.54633160046705e-41	0.330066063850664	0.841	0.382	1.19090832125229e-36	9	ATP6V1F
DNAJA41	5.63615319323062e-41	0.564378780600774	0.443	0.161	1.21019481365048e-36	9	DNAJA4
LMNA1	1.41392535633583e-40	0.403060070288112	0.861	0.478	3.0359805251243e-36	9	LMNA
COX171	1.08188849103015e-39	0.251854692499203	0.754	0.307	2.32303096793995e-35	9	COX17
RPLP04	3.84061392958475e-39	0.331761116760421	0.994	0.962	8.24656622960437e-35	9	RPLP0
NDUFS61	5.74201407310784e-39	0.262498008930634	0.73	0.305	1.23292526177772e-34	9	NDUFS6
SNRPF1	7.270094378364e-39	0.295771422594735	0.809	0.37	1.56103466492232e-34	9	SNRPF
NACA3	1.77702079844219e-38	0.306551977423176	0.997	0.99	3.81561905841507e-34	9	NACA
JPT12	2.44569569915381e-38	0.413142136503412	0.872	0.465	5.25139780522306e-34	9	JPT1
ARPC23	4.37032578309835e-38	0.359681313793972	0.983	0.879	9.38396352146878e-34	9	ARPC2
HCLS11	8.69420809462059e-38	0.322833594515691	0.835	0.403	1.86682036207693e-33	9	HCLS1
YWHAE1	4.51243390143421e-37	0.262224477034274	0.814	0.359	9.68909807315953e-33	9	YWHAE
RACK12	1.36932471617329e-36	0.290992307105761	0.991	0.986	2.94021403056728e-32	9	RACK1
POMP2	2.85461777998437e-36	0.395655768441558	0.93	0.554	6.12943529718244e-32	9	POMP
RPL72	4.25514946606697e-36	0.315733544499309	0.986	0.941	9.13665693353899e-32	9	RPL7
VMP11	1.00596132745452e-35	0.310846645403879	0.745	0.329	2.16000016231035e-31	9	VMP1
ENSA	1.39307646495734e-35	0.33227381538713	0.945	0.559	2.99121378555639e-31	9	ENSA
RPS27L	1.94639632765588e-35	0.284658142110193	0.823	0.388	4.1793021947427e-31	9	RPS27L
SEM11	1.95744339474778e-35	0.271517457303545	0.803	0.369	4.20302245720243e-31	9	SEM1
JMJD1C	2.63758474066413e-35	0.440129475459725	0.855	0.464	5.66342195515401e-31	9	JMJD1C
GNAS3	5.15051202053252e-35	0.286071589681097	0.994	0.9	1.10591794104874e-30	9	GNAS
RPL141	1.57685949496412e-34	0.250462854895407	1	0.998	3.38583270758696e-30	9	RPL14
RPS182	4.56422796509949e-34	0.253162576399941	0.997	0.998	9.80031028666162e-30	9	RPS18
ATP5PO2	3.739364431169e-33	0.30619402814129	0.846	0.429	8.02916330660608e-29	9	ATP5PO
RPS3A2	9.33842796061675e-33	0.263452065273634	1	0.999	2.00514725170363e-28	9	RPS3A
CFL11	9.46739602647801e-33	0.303744897883061	0.994	0.963	2.03283927480536e-28	9	CFL1
NDUFA111	4.36746656120184e-32	0.269168329648237	0.881	0.429	9.37782420021259e-28	9	NDUFA11
COX6B13	1.10062649035485e-31	0.316912815550525	0.951	0.637	2.36326520008994e-27	9	COX6B1
COX6A11	1.12807147078257e-31	0.31810059755828	0.933	0.685	2.42219506206434e-27	9	COX6A1
RPL263	2.09099183090836e-31	0.260060899900645	0.997	0.997	4.48977765932643e-27	9	RPL26
HINT14	2.30969243285377e-31	0.323984062894208	0.968	0.808	4.95937159182361e-27	9	HINT1
SLC25A51	2.43787032314245e-31	0.367978189294738	0.928	0.731	5.23459515785146e-27	9	SLC25A5
NDUFA42	2.04305569349136e-30	0.333062589637777	0.954	0.688	4.38684918506465e-26	9	NDUFA4
COX8A2	2.97377877912214e-30	0.32670532143987	0.922	0.595	6.38529779453107e-26	9	COX8A
DEK1	9.81177006213106e-30	0.287341112085699	0.864	0.456	2.10678326774078e-25	9	DEK
ATP5MG1	1.47658884817218e-29	0.269678222594335	0.977	0.856	3.1705315747953e-25	9	ATP5MG
ATP5MC21	1.54148922300192e-29	0.299866481655498	0.971	0.824	3.30988565962972e-25	9	ATP5MC2
INSIG11	2.52292711405735e-29	0.272010725473003	0.675	0.316	5.41722909930395e-25	9	INSIG1
UQCRH1	4.39351285908284e-29	0.306244940959205	0.939	0.699	9.43375081102266e-25	9	UQCRH
CD553	8.69498114883646e-28	0.288248461802431	0.78	0.417	1.86698635227816e-23	9	CD55
MZT2B1	3.10337764479344e-27	0.28922697327034	0.93	0.612	6.66357247890047e-23	9	MZT2B
SUB1	3.30048861192039e-27	0.323080901785914	0.974	0.824	7.08680914751545e-23	9	SUB1
DDX213	3.55907157665625e-27	0.253772645506329	0.835	0.45	7.6420384893963e-23	9	DDX21
MARCKSL11	6.76297944577109e-27	0.362993090412849	0.884	0.521	1.45214694659597e-22	9	MARCKSL1
RPL311	1.13146993500606e-26	0.274730765696624	0.974	0.861	2.42949224444502e-22	9	RPL31
BIRC33	1.42483052284249e-26	0.298158633850706	0.687	0.329	3.0593960986474e-22	9	BIRC3
HIGD2A1	6.1531693365763e-26	0.276494739571217	0.901	0.537	1.32120851994966e-21	9	HIGD2A
RPL36A2	4.00845436520832e-25	0.275832360134861	0.974	0.776	8.60695321297531e-21	9	RPL36A
CAP11	7.24180510238643e-25	0.306628740423496	0.855	0.505	1.55496039158441e-20	9	CAP1
CAPZB2	9.47146558344709e-25	0.253362111861842	0.928	0.545	2.03371309007776e-20	9	CAPZB
EIF3E2	2.23724275741859e-24	0.311716186321137	0.904	0.582	4.8038076487292e-20	9	EIF3E
SERPINH1	1.30301872387882e-23	0.372789012254718	0.272	0.101	2.79784180391261e-19	9	SERPINH1
GNAI21	8.13936322063975e-23	0.266704364184067	0.942	0.684	1.74768407073577e-18	9	GNAI2
HSPA1B2	7.07656396444213e-22	0.273802498166524	0.826	0.515	1.51947981444501e-17	9	HSPA1B
LCP11	1.45478166285501e-21	0.30871918620162	0.925	0.655	3.12370718648228e-17	9	LCP1
MTDH	4.20338159247529e-21	0.266664000344055	0.875	0.529	9.02550095536295e-17	9	MTDH
HSPB13	4.88958639432748e-17	0.620936494763441	0.762	0.474	1.04989199059e-12	9	HSPB1
ID21	1.13481707082574e-15	0.350615881604851	0.974	0.91	2.43667921447702e-11	9	ID2
ZFAND2A2	5.25339345866214e-13	0.629115975842794	0.614	0.398	1.12800864344393e-08	9	ZFAND2A
RGS22	1.79867852687927e-12	0.33415500830451	0.826	0.552	3.86212253291516e-08	9	RGS2
TUBA1B1	3.40244506606099e-12	0.336965088393641	0.945	0.756	7.30573004584616e-08	9	TUBA1B
HSPD11	2.51228864585203e-11	0.524641259941691	0.945	0.764	5.39438618037348e-07	9	HSPD1
APOA2	0	6.17878349946986	0.919	0.02	0	10	APOA2
ALB	0	6.03066808476632	0.959	0.02	0	10	ALB
APOA1	0	5.51359270703337	0.905	0.025	0	10	APOA1
APOC1	0	4.8113224501832	0.932	0.014	0	10	APOC1
APOC3	0	4.65989069735184	0.865	0.005	0	10	APOC3
APOE	0	4.34813600593207	0.932	0.01	0	10	APOE
AMBP	0	4.34486368544188	0.905	0.003	0	10	AMBP
TTR	0	4.09082543063204	0.932	0.003	0	10	TTR
FABP1	0	3.92535720379763	0.865	0.003	0	10	FABP1
RBP4	0	3.81249159140119	0.878	0.002	0	10	RBP4
VTN	0	3.78464079492957	0.865	0.002	0	10	VTN
ORM1	0	3.72792998303731	0.838	0.001	0	10	ORM1
APOH	0	3.71857592854188	0.865	0.002	0	10	APOH
FGG	0	3.36129933518156	0.811	0.001	0	10	FGG
IFI27	0	3.26569103138709	0.838	0.024	0	10	IFI27
FGB	0	3.23357057750651	0.838	0.001	0	10	FGB
TF	0	3.14943844302472	0.797	0.002	0	10	TF
FGA	0	3.09782055589394	0.811	0.001	0	10	FGA
RARRES2	0	3.07183359485944	0.77	0.001	0	10	RARRES2
CYP2E1	0	3.01534628448983	0.649	0.004	0	10	CYP2E1
SELENOP	0	2.74174248905056	0.824	0.004	0	10	SELENOP
ORM2	0	2.72310597380019	0.797	0.001	0	10	ORM2
KNG1	0	2.40872686287477	0.824	0.001	0	10	KNG1
AGT	0	2.39055739011788	0.716	0	0	10	AGT
CFHR1	0	2.37268469562288	0.73	0.001	0	10	CFHR1
AHSG	0	2.36058015655676	0.811	0.001	0	10	AHSG
EPHX1	0	2.3571242493252	0.824	0.005	0	10	EPHX1
GC	0	2.35363393314001	0.743	0	0	10	GC
TMEM176A	0	2.28955947955061	0.824	0.003	0	10	TMEM176A
GSTA1	0	2.27361482588222	0.5	0.001	0	10	GSTA1
GPC3	0	2.17747070020866	0.649	0.001	0	10	GPC3
CYP2D6	0	2.16076887563232	0.689	0.003	0	10	CYP2D6
PPP1R1A	0	2.12196191089935	0.649	0.001	0	10	PPP1R1A
NUPR1	0	2.11022328862628	0.622	0.001	0	10	NUPR1
TMEM176B	0	2.08512791393083	0.811	0.008	0	10	TMEM176B
HP	0	2.0572009740473	0.297	0	0	10	HP
F2	0	2.05628842151886	0.73	0	0	10	F2
IGF2.1	0	1.94719636748535	0.622	0	0	10	IGF2.1
ANG	0	1.92900939968334	0.77	0.005	0	10	ANG
AGXT	0	1.82389824602845	0.784	0	0	10	AGXT
ALDOB	0	1.80936425670725	0.743	0.001	0	10	ALDOB
HPX	0	1.79778307490806	0.676	0	0	10	HPX
AZGP1	0	1.75061444359535	0.689	0	0	10	AZGP1
ANGPTL8	0	1.73252460055391	0.554	0	0	10	ANGPTL8
HSD17B6	0	1.67689609081127	0.716	0.001	0	10	HSD17B6
MGST11	0	1.67565963017821	0.581	0.004	0	10	MGST1
CYP3A7	0	1.65277293409298	0.473	0	0	10	CYP3A7
FGL1	0	1.65069169875396	0.473	0	0	10	FGL1
SULT2A1	0	1.64886282545758	0.568	0	0	10	SULT2A1
C3	0	1.64733177441081	0.635	0.003	0	10	C3
F10	0	1.63747126246666	0.622	0	0	10	F10
SERPINF12	0	1.63340949430792	0.689	0.012	0	10	SERPINF1
ITIH2	0	1.59707091274311	0.595	0	0	10	ITIH2
ANGPTL3	0	1.5870344214549	0.635	0	0	10	ANGPTL3
DEFB1	0	1.55486009252175	0.365	0	0	10	DEFB1
KRT18	0	1.51197575418933	0.662	0.012	0	10	KRT18
APCS	0	1.49794403030081	0.27	0	0	10	APCS
CFH	0	1.46815730926521	0.581	0.016	0	10	CFH
SERPINC1	0	1.43204001892053	0.581	0	0	10	SERPINC1
ASGR1	0	1.42642964060847	0.649	0.007	0	10	ASGR1
SPP2	0	1.40642226293272	0.622	0	0	10	SPP2
LGALS4	0	1.37010820584366	0.554	0.002	0	10	LGALS4
APOM	0	1.36633542965527	0.568	0.012	0	10	APOM
C2	0	1.35777158568034	0.635	0.005	0	10	C2
SERPINA7	0	1.35657622639312	0.595	0	0	10	SERPINA7
SERPINA5	0	1.33901043568128	0.568	0	0	10	SERPINA5
APOB	0	1.32527243261956	0.541	0	0	10	APOB
CES1	0	1.31909500909847	0.581	0.01	0	10	CES1
KHK	0	1.31716671643404	0.622	0.014	0	10	KHK
SERPIND1	0	1.28329179248692	0.568	0	0	10	SERPIND1
C4BPB	0	1.27005434410138	0.568	0	0	10	C4BPB
APOC2	0	1.2475782530754	0.608	0.004	0	10	APOC2
GATM	0	1.24708814536462	0.608	0.003	0	10	GATM
SDC2	0	1.24692631420358	0.595	0.002	0	10	SDC2
PLG	0	1.20974599659571	0.608	0.001	0	10	PLG
NPW	0	1.20040983185205	0.378	0.004	0	10	NPW
PGLYRP2	0	1.16971949556028	0.473	0.008	0	10	PGLYRP2
SERPINA6	0	1.16099789833286	0.5	0	0	10	SERPINA6
SLC2A2	0	1.15795449862297	0.595	0	0	10	SLC2A2
TDO2	0	1.15493325543415	0.351	0	0	10	TDO2
C8G	0	1.14983139482033	0.581	0.007	0	10	C8G
KRT8	0	1.14253403656972	0.541	0.002	0	10	KRT8
UGT2B4	0	1.1265968940831	0.5	0	0	10	UGT2B4
ASGR2	0	1.11806754796766	0.568	0	0	10	ASGR2
ITIH1	0	1.10339500430197	0.541	0	0	10	ITIH1
CD241	0	1.10327327605456	0.527	0.01	0	10	CD24
ADH1A	0	1.0987747897518	0.527	0	0	10	ADH1A
ADH1B	0	1.08805682362924	0.527	0	0	10	ADH1B
SERPING1	0	1.04834475263594	0.568	0.003	0	10	SERPING1
EPCAM	0	1.03326211744484	0.486	0.002	0	10	EPCAM
ITIH3	0	1.02503533166808	0.432	0	0	10	ITIH3
TM4SF4	0	1.01588887816015	0.541	0	0	10	TM4SF4
CYP2C9	0	0.993246979162966	0.311	0	0	10	CYP2C9
SLC22A7	0	0.985899754417771	0.486	0	0	10	SLC22A7
SLPI	0	0.983440144874516	0.5	0.001	0	10	SLPI
BAAT	0	0.982246807328193	0.486	0.001	0	10	BAAT
ADH4	0	0.976443070478568	0.338	0	0	10	ADH4
ALDH1A1	0	0.967040451075151	0.541	0.002	0	10	ALDH1A1
C1S	0	0.966719681336002	0.432	0.001	0	10	C1S
CPB2	0	0.960813606655791	0.527	0	0	10	CPB2
S100A16	0	0.955155309286794	0.514	0	0	10	S100A16
PTGR1	0	0.949750117561467	0.459	0.002	0	10	PTGR1
C1R	0	0.94633605181872	0.527	0.008	0	10	C1R
SERPINA4	0	0.937256953582082	0.432	0	0	10	SERPINA4
ARG1	0	0.933768685476667	0.365	0.001	0	10	ARG1
PROC	0	0.932425915047393	0.541	0.004	0	10	PROC
NAT8	0	0.914826593741449	0.446	0	0	10	NAT8
CALD1	0	0.899743410593576	0.514	0.002	0	10	CALD1
FTCD	0	0.888543889403213	0.473	0	0	10	FTCD
HRG	0	0.880139285542069	0.365	0	0	10	HRG
RAB13	0	0.872221622897703	0.459	0.007	0	10	RAB13
AADAC	0	0.791174075320611	0.432	0	0	10	AADAC
